Lista tags in plc4
sono stati raggruppati i tags  (vedi nmin..nmax)
----------------------------------------------------------------+-----------------------------------------------------------------------------------
Nome tag                                                        |Descrizione
PLCTAG_SLIT_MOTORE28_TempoSoglia2Slittamento                    |                                                                                      20161020
PLCTAG_SLIT_MOTORE30_GestioneInternaSlittamento                 |                                                                                      20161129
PLCTAG_SLIT_MOTORE30_Soglia1Slittamento                         |                                                                                      20161129
PLCTAG_SLIT_MOTORE30_TempoSoglia1Slittamento                    |                                                                                      20161129
PLCTAG_SLIT_MOTORE30_Soglia2Slittamento                         |                                                                                      20161129
PLCTAG_SLIT_MOTORE30_TempoSoglia2Slittamento                    |                                                                                      20161129
PLCTAG_SLIT_MOTORE38_GestioneInternaSlittamento                 |                                                                                      20161129
PLCTAG_SLIT_MOTORE38_Soglia1Slittamento                         |                                                                                      20161129
PLCTAG_SLIT_MOTORE38_TempoSoglia1Slittamento                    |                                                                                      20161129
PLCTAG_SLIT_MOTORE38_Soglia2Slittamento                         |                                                                                      20161129
PLCTAG_SLIT_MOTORE38_TempoSoglia2Slittamento                    |                                                                                      20161129
PLCTAG_SLIT_MOTORE32_GestioneInternaSlittamento                 |                                                                                      20161129
PLCTAG_SLIT_MOTORE32_Soglia1Slittamento                         |                                                                                      20161129
PLCTAG_SLIT_MOTORE32_TempoSoglia1Slittamento                    |                                                                                      20161129
PLCTAG_SLIT_MOTORE32_Soglia2Slittamento                         |                                                                                      20161129
PLCTAG_SLIT_MOTORE32_TempoSoglia2Slittamento                    |                                                                                      20161129
PLCTAG_Motore21_Slittamento_PrimaSoglia                         |                                                                                      20161129
PLCTAG_Motore25_Slittamento_PrimaSoglia                         |                                                                                      20161129
PLCTAG_Motore29_Slittamento_PrimaSoglia                         |                                                                                      20161129
PLCTAG_Motore38_Slittamento_PrimaSoglia                         |                                                                                      20161129
PLCTAG_Motore44_Slittamento_PrimaSoglia                         |                                                                                      20161129
PLCTAG_BIL_PNET_Aggregati_Cmd_FormAperto                        |                                                                                      20161021
PLCTAG_BIL_PNET_Aggregati_Cmd_EseguiTara                        |                                                                                      20161021
PLCTAG_BIL_PNET_Aggregati_Cmd_EseguiPesoCampione                |                                                                                      20161021
PLCTAG_BIL_PNET_Aggregati_Cmd_ValPesoCampione                   |                                                                                      20161021
PLCTAG_BIL_PNET_Aggregati_Cmd_ResetFabbrica                     |                                                                                      20161021
PLCTAG_BIL_PNET_Aggregati_Cmd_InCorso                           |                                                                                      20161021
PLCTAG_BIL_PNET_Aggregati_PesoKg                                |                                                                                      20161021
PLCTAG_BIL_PNET_Aggregati_Presenza                              |                                                                                      20161021
PLCTAG_BIL_PNET_Aggregati_NumeroDecimali                        |                                                                                      20161021
PLCTAG_BIL_PNET_Aggregati_Errore                                |                                                                                      20161021
PLCTAG_BIL_PNET_Filler_Cmd_FormAperto                           |                                                                                      20161021
PLCTAG_BIL_PNET_Filler_Cmd_EseguiTara                           |                                                                                      20161021
PLCTAG_BIL_PNET_Filler_Cmd_EseguiPesoCampione                   |                                                                                      20161021
PLCTAG_BIL_PNET_Filler_Cmd_ValPesoCampione                      |                                                                                      20161021
PLCTAG_BIL_PNET_Filler_Cmd_ResetFabbrica                        |                                                                                      20161021
PLCTAG_BIL_PNET_Filler_Cmd_InCorso                              |                                                                                      20161021
PLCTAG_BIL_PNET_Filler_PesoKg                                   |                                                                                      20161021
PLCTAG_BIL_PNET_Filler_Presenza                                 |                                                                                      20161021
PLCTAG_BIL_PNET_Filler_NumeroDecimali                           |                                                                                      20161021
PLCTAG_BIL_PNET_Filler_Errore                                   |                                                                                      20161021
PLCTAG_BIL_PNET_Bitume_Cmd_FormAperto                           |                                                                                      20161021
PLCTAG_BIL_PNET_Bitume_Cmd_EseguiTara                           |                                                                                      20161021
PLCTAG_BIL_PNET_Bitume_Cmd_EseguiPesoCampione                   |                                                                                      20161021
PLCTAG_BIL_PNET_Bitume_Cmd_ValPesoCampione                      |                                                                                      20161021
PLCTAG_BIL_PNET_Bitume_Cmd_ResetFabbrica                        |                                                                                      20161021
PLCTAG_BIL_PNET_Bitume_Cmd_InCorso                              |                                                                                      20161021
PLCTAG_BIL_PNET_Bitume_PesoKg                                   |                                                                                      20161021
PLCTAG_BIL_PNET_Bitume_Presenza                                 |                                                                                      20161021
PLCTAG_BIL_PNET_Bitume_NumeroDecimali                           |                                                                                      20161021
PLCTAG_BIL_PNET_Bitume_Errore                                   |                                                                                      20161021
PLCTAG_BIL_PNET_Riciclato_Cmd_FormAperto                        |                                                                                      20161021
PLCTAG_BIL_PNET_Riciclato_Cmd_EseguiTara                        |                                                                                      20161021
PLCTAG_BIL_PNET_Riciclato_Cmd_EseguiPesoCampione                |                                                                                      20161021
PLCTAG_BIL_PNET_Riciclato_Cmd_ValPesoCampione                   |                                                                                      20161021
PLCTAG_BIL_PNET_Riciclato_Cmd_ResetFabbrica                     |                                                                                      20161021
PLCTAG_BIL_PNET_Riciclato_Cmd_InCorso                           |                                                                                      20161021
PLCTAG_BIL_PNET_Riciclato_PesoKg                                |                                                                                      20161021
PLCTAG_BIL_PNET_Riciclato_Presenza                              |                                                                                      20161021
PLCTAG_BIL_PNET_Riciclato_NumeroDecimali                        |                                                                                      20161021
PLCTAG_BIL_PNET_Riciclato_Errore                                |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop_Cmd_FormAperto                           |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop_Cmd_EseguiTara                           |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop_Cmd_EseguiPesoCampione                   |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop_Cmd_ValPesoCampione                      |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop_Cmd_ResetFabbrica                        |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop_Cmd_InCorso                              |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop_PesoKg                                   |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop_Presenza                                 |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop_NumeroDecimali                           |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop_Errore                                   |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop2_Cmd_FormAperto                          |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop2_Cmd_EseguiTara                          |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop2_Cmd_EseguiPesoCampione                  |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop2_Cmd_ValPesoCampione                     |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop2_Cmd_ResetFabbrica                       |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop2_Cmd_InCorso                             |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop2_PesoKg                                  |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop2_Presenza                                |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop2_NumeroDecimali                          |                                                                                      20161021
PLCTAG_BIL_PNET_Viatop2_Errore                                  |                                                                                      20161021
PLCTAG_GEST_FUMI_TAMB_CmdUp                                     |                                                                                      20161128
PLCTAG_GEST_FUMI_TAMB_CmdDown                                   |                                                                                      20161128
PLCTAG_GEST_FUMI_TAMB_Modulatore                                |                                                                                      20161128
PLCTAG_GEST_FUMI_TAMB_Depr_Vaglio                               |                                                                                      20161128
PLCTAG_GEST_FUMI_TAMB_Fondoscala_depr_vaglio                    |                                                                                      20161128
PLCTAG_GEST_FUMI_TAMB_Riscalatura_mod_fumi                      |                                                                                      20161128
PLCTAG_GEST_FUMI_TAMB_Enable                                    |                                                                                      20161128
PLCTAG_NM_CountDown_Rifiuti                                     |                                                                                      20161129
PLCTAG_GEST_VEL_TAMB_CmdUp                                      |                                                                                      20161130
PLCTAG_GEST_VEL_TAMB_CmdDown                                    |                                                                                      20161130
PLCTAG_GEST_VEL_TAMB_Trasf_DefaultVal                           |                                                                                      20170208
PLCTAG_GEST_VEL_TAMB_Modulatore                                 |                                                                                      20161130
PLCTAG_GEST_VEL_TAMB_Max_Vel_Perc                               |                                                                                      20161130
PLCTAG_GEST_VEL_TAMB_Def_Vel_Perc                               |                                                                                      20170208
PLCTAG_GEST_VEL_TAMB_Enable                                     |                                                                                      20161130
PLCTAG_TimerScA                                                 |                                                                                      20161201
PLCTAG_TempoRitardoAggregati                                    |                                                                                      20161201
PLCTAG_FirstComponentToDisc                                     |                                                                                      20161201
PLCTAG_PRED_AssociazionePredRicAJolly                           |                                                                                      20161207
PLCTAG_SILO_Deodorante_Enable                                   |                                                                                      20161214
PLCTAG_SILO_Deodorante_RitStart                                 |                                                                                      20161214
PLCTAG_SILO_Deodorante_RitStop                                  |                                                                                      20161214
PLCTAG_SILO_Deodorante_MaxDurata                                |                                                                                      20161214
PLCTAG_SILO_Deodorante_Start                                    |                                                                                      20161214
PLCTAG_SILO_Deodorante_Stop                                     |                                                                                      20161214
PLCTAG_SILO_Deodorante_StopMaxDurata                            |                                                                                      20161215
PLCTAG_Darw_ScaRicFInMixer_Term                                 |                                                                                      20170101
----------------------------------------------------------------+-----------------------------------------------------------------------------------
